term,draw_time,front_1,front_2,front_3,front_4,front_5,back_1,back_2,pool_balance_after_draw,pool_balance,total_sale_amount,flow_fund,equipment_count,pdf_url,prize_1_count,prize_1_amount,prize_1_total,prize_1_extra_count,prize_1_extra_amount,prize_1_extra_total,prize_2_count,prize_2_amount,prize_2_total,prize_2_extra_count,prize_2_extra_amount,prize_2_extra_total,prize_3_count,prize_3_amount,prize_3_total,prize_4_count,prize_4_amount,prize_4_total,prize_5_count,prize_5_amount,prize_5_total,prize_6_count,prize_6_amount,prize_6_total,prize_7_count,prize_7_amount,prize_7_total
19022,2019-02-27,01,04,14,15,21,01,05,"7,260,411,038.25",0,"250,698,873",,3,https://pdf.sporttery.cn/33800/19022/19022.pdf,3,"10,000,000","30,000,000",1,"8,000,000","8,000,000",67,"690,336","46,252,512",25,"552,268","13,806,700",219,"10,000","2,190,000",447,"3,000","1,341,000","11,104",300,"3,331,200","12,803",200,"2,560,600","24,963",100,"2,496,300"
19023,2019-03-02,01,03,14,26,30,06,11,"7,266,412,330.52",0,"271,045,330",,2,https://pdf.sporttery.cn/33800/19023/19023.pdf,1,"10,000,000","10,000,000",0,---,0,36,"1,244,119","44,788,284",12,"995,295","11,943,540",321,"10,000","3,210,000",516,"3,000","1,548,000","10,545",300,"3,163,500","23,740",200,"4,748,000","20,782",100,"2,078,200"
19024,2019-03-04,11,17,19,29,33,08,09,"7,212,374,715.45",0,"253,993,953",,1,https://pdf.sporttery.cn/33800/19024/19024.pdf,5,"10,000,000","50,000,000",2,"8,000,000","16,000,000",79,"414,991","32,784,289",29,"331,992","9,627,768",150,"10,000","1,500,000",923,"3,000","2,769,000","16,422",300,"4,926,600","30,657",200,"6,131,400","25,776",100,"2,577,600"
19025,2019-03-06,06,13,16,19,29,03,07,"7,214,723,367.23",0,"254,293,562",,1,https://pdf.sporttery.cn/33800/19025/19025.pdf,1,"10,000,000","10,000,000",0,---,0,103,"342,578","35,285,534",31,"274,062","8,495,922",169,"10,000","1,690,000",823,"3,000","2,469,000","16,403",300,"4,920,900","27,336",200,"5,467,200","32,758",100,"3,275,800"
19026,2019-03-09,10,12,15,17,19,02,03,"7,119,844,630.41",0,"276,287,254",,2,https://pdf.sporttery.cn/33800/19026/19026.pdf,7,"10,000,000","70,000,000",5,"8,000,000","40,000,000",125,"296,197","37,024,625",70,"236,957","16,586,990","1,165","10,000","11,650,000",589,"3,000","1,767,000","13,827",300,"4,148,100","15,900",200,"3,180,000","42,577",100,"4,257,700"
19027,2019-03-11,16,18,24,25,27,02,07,"7,126,442,763.63",0,"258,310,439",,3,https://pdf.sporttery.cn/33800/19027/19027.pdf,1,"10,000,000","10,000,000",0,---,0,89,"506,436","45,072,804",34,"405,148","13,775,032",256,"10,000","2,560,000",451,"3,000","1,353,000","10,796",300,"3,238,800","18,298",200,"3,659,600","34,306",100,"3,430,600"
19028,2019-03-13,06,22,28,29,33,02,07,"7,126,442,763.63",0,"265,043,546",,3,https://pdf.sporttery.cn/33800/19028/19028.pdf,0,---,0,0,---,0,59,"1,146,099","67,619,841",20,"916,879","18,337,580",156,"10,000","1,560,000",306,"3,000","918,000","10,988",300,"3,296,400","11,741",200,"2,348,200","36,817",100,"3,681,700"
19029,2019-03-16,01,04,18,24,28,02,03,"7,130,547,448.93",0,"286,607,872",,2,https://pdf.sporttery.cn/33800/19029/19029.pdf,1,"10,000,000","10,000,000",1,"8,000,000","8,000,000",67,"868,859","58,213,553",29,"695,087","20,157,523",137,"10,000","1,370,000",277,"3,000","831,000","9,701",300,"2,910,300","10,818",200,"2,163,600","24,374",100,"2,437,400"
19030,2019-03-18,07,09,13,14,33,02,04,"7,130,547,448.93",0,"259,512,014",,3,https://pdf.sporttery.cn/33800/19030/19030.pdf,0,---,0,0,---,0,68,"924,270","62,850,360",22,"739,416","16,267,152",177,"10,000","1,770,000",328,"3,000","984,000","12,785",300,"3,835,500","10,509",200,"2,101,800","36,481",100,"3,648,100"
19031,2019-03-20,03,08,21,26,33,04,05,"7,087,941,067.17",0,"258,941,467",,1,https://pdf.sporttery.cn/33800/19031/19031.pdf,3,"10,000,000","30,000,000",3,"8,000,000","24,000,000",364,"97,104","35,345,856",65,"77,683","5,049,395",585,"10,000","5,850,000",806,"3,000","2,418,000","23,940",300,"7,182,000","23,868",200,"4,773,600","45,656",100,"4,565,600"
19032,2019-03-23,01,04,07,11,30,07,08,"7,075,490,419.61",0,"281,069,928",,1,https://pdf.sporttery.cn/33800/19032/19032.pdf,2,"10,000,000","20,000,000",1,"8,000,000","8,000,000",86,"490,476","42,180,936",33,"392,380","12,948,540",226,"10,000","2,260,000",776,"3,000","2,328,000","18,852",300,"5,655,600","23,589",200,"4,717,800","41,529",100,"4,152,900"
19033,2019-03-25,01,02,04,16,24,07,09,"7,046,359,232.57",0,"259,583,444",,2,https://pdf.sporttery.cn/33800/19033/19033.pdf,3,"10,000,000","30,000,000",2,"8,000,000","16,000,000",35,"1,340,977","46,934,195",12,"1,072,781","12,873,372",143,"10,000","1,430,000",442,"3,000","1,326,000","9,472",300,"2,841,600","18,942",200,"3,788,400","21,264",100,"2,126,400"
19034,2019-03-27,08,12,15,27,30,01,02,"7,043,311,560.73",0,"263,239,739",,2,https://pdf.sporttery.cn/33800/19034/19034.pdf,2,"10,000,000","20,000,000",0,---,0,102,"443,242","45,210,684",42,"354,593","14,892,906",273,"10,000","2,730,000",503,"3,000","1,509,000","14,886",300,"4,465,800","14,445",200,"2,889,000","44,976",100,"4,497,600"
19035,2019-03-30,01,03,05,07,18,08,09,"6,990,724,179.86",0,"278,976,389",,1,https://pdf.sporttery.cn/33800/19035/19035.pdf,5,"10,000,000","50,000,000",2,"8,000,000","16,000,000",185,"219,952","40,691,120",39,"175,961","6,862,479",399,"10,000","3,990,000","1,135","3,000","3,405,000","23,574",300,"7,072,200","25,960",200,"5,192,000","61,262",100,"6,126,200"
19036,2019-04-01,03,09,21,28,30,01,12,"6,962,303,972.24",0,"264,051,280",,3,https://pdf.sporttery.cn/33800/19036/19036.pdf,3,"10,000,000","30,000,000",2,"8,000,000","16,000,000",100,"447,761","44,776,100",49,"358,208","17,552,192",209,"10,000","2,090,000",392,"3,000","1,176,000","13,019",300,"3,905,700","13,313",200,"2,662,600","36,560",100,"3,656,000"
19037,2019-04-03,06,16,26,33,35,04,08,"6,957,878,946.51",0,"259,744,189",,2,https://pdf.sporttery.cn/33800/19037/19037.pdf,2,"10,000,000","20,000,000",0,---,0,597,"54,212","32,364,564",527,"43,369","22,855,463",323,"10,000","3,230,000",512,"3,000","1,536,000","14,955",300,"4,486,500","17,007",200,"3,401,400","44,057",100,"4,405,700"
19038,2019-04-06,05,11,16,18,27,07,12,"6,935,534,546.87",0,"273,576,520",,2,https://pdf.sporttery.cn/33800/19038/19038.pdf,3,"10,000,000","30,000,000",1,"8,000,000","8,000,000",98,"457,972","44,881,256",29,"366,377","10,624,933",266,"10,000","2,660,000",753,"3,000","2,259,000","14,772",300,"4,431,600","25,279",200,"5,055,800","36,618",100,"3,661,800"
19039,2019-04-08,01,12,18,26,35,06,12,"6,835,874,897.75",0,"258,620,074",,1,https://pdf.sporttery.cn/33800/19039/19039.pdf,11,"10,000,000","110,000,000",1,"8,000,000","8,000,000",68,"745,698","50,707,464",24,"596,558","14,317,392",80,"10,000","800,000",418,"3,000","1,254,000","9,996",300,"2,998,800","15,856",200,"3,171,200","20,396",100,"2,039,600"
19040,2019-04-10,01,03,31,32,34,01,03,"6,679,434,766.57",0,"256,461,644",,1,https://pdf.sporttery.cn/33800/19040/19040.pdf,11,"10,000,000","110,000,000",8,"8,000,000","64,000,000",70,"685,657","47,995,990",26,"548,525","14,261,650",325,"10,000","3,250,000",571,"3,000","1,713,000","10,150",300,"3,045,000","14,309",200,"2,861,800","25,205",100,"2,520,500"
19041,2019-04-13,12,19,20,22,28,02,06,"6,358,353,641.44",0,"278,194,830",,3,https://pdf.sporttery.cn/33800/19041/19041.pdf,33,"10,000,000","330,000,000",1,"8,000,000","8,000,000",67,"689,483","46,195,361",25,"551,586","13,789,650",183,"10,000","1,830,000",664,"3,000","1,992,000","16,674",300,"5,002,200","18,646",200,"3,729,200","35,771",100,"3,577,100"
19042,2019-04-15,04,10,13,28,33,11,12,"6,274,619,165.19",0,"266,281,814",,1,https://pdf.sporttery.cn/33800/19042/19042.pdf,6,"10,000,000","60,000,000",5,"8,000,000","40,000,000",79,"555,574","43,890,346",31,"444,459","13,778,229",352,"10,000","3,520,000",562,"3,000","1,686,000","14,358",300,"4,307,400","15,935",200,"3,187,000","41,841",100,"4,184,100"
19043,2019-04-17,02,06,07,12,15,06,12,"6,017,894,922.86",0,"265,838,829",,2,https://pdf.sporttery.cn/33800/19043/19043.pdf,17,"10,000,000","170,000,000",13,"8,000,000","104,000,000",68,"729,171","49,583,628",20,"583,336","11,666,720",191,"10,000","1,910,000",551,"3,000","1,653,000","11,690",300,"3,507,000","18,115",200,"3,623,000","34,516",100,"3,451,600"
19044,2019-04-20,03,06,10,12,31,01,02,"6,008,098,540.80",0,"297,670,249",,1,https://pdf.sporttery.cn/33800/19044/19044.pdf,3,"10,000,000","30,000,000",0,---,0,81,"687,437","55,682,397",29,"549,949","15,948,521",180,"10,000","1,800,000",463,"3,000","1,389,000","12,039",300,"3,611,700","18,539",200,"3,707,800","28,382",100,"2,838,200"
19045,2019-04-22,01,04,16,19,33,03,12,"5,552,688,626.28",0,"266,773,843",,2,https://pdf.sporttery.cn/33800/19045/19045.pdf,36,"10,000,000","360,000,000",13,"8,000,000","104,000,000",263,"91,568","24,082,384",87,"73,254","6,373,098",446,"10,000","4,460,000","2,849","3,000","8,547,000","26,665",300,"7,999,500","59,899",200,"11,979,800","46,894",100,"4,689,400"
19046,2019-04-24,02,08,14,15,35,10,12,"5,516,686,407.37",0,"279,781,730",,1,https://pdf.sporttery.cn/33800/19046/19046.pdf,5,"10,000,000","50,000,000",0,---,0,215,"198,355","42,646,325",44,"158,684","6,982,096",448,"10,000","4,480,000",655,"3,000","1,965,000","27,376",300,"8,212,800","17,231",200,"3,446,200","55,718",100,"5,571,800"
19047,2019-04-27,03,04,10,16,32,04,09,"5,438,181,602.71",0,"301,841,890",,1,https://pdf.sporttery.cn/33800/19047/19047.pdf,7,"10,000,000","70,000,000",3,"8,000,000","24,000,000",107,"419,370","44,872,590",30,"335,496","10,064,880",146,"10,000","1,460,000","1,176","3,000","3,528,000","16,335",300,"4,900,500","34,929",200,"6,985,800","31,119",100,"3,111,900"
19048,2019-04-29,06,10,16,29,33,05,11,"5,385,687,606.44",0,"277,776,696",,1,https://pdf.sporttery.cn/33800/19048/19048.pdf,5,"10,000,000","50,000,000",2,"8,000,000","16,000,000",175,"229,553","40,171,775",42,"183,642","7,712,964",287,"10,000","2,870,000",972,"3,000","2,916,000","20,192",300,"6,057,600","27,141",200,"5,428,200","42,602",100,"4,260,200"
19049,2019-05-01,10,16,22,26,27,07,11,"5,347,345,506.43",0,"258,571,922",,1,https://pdf.sporttery.cn/33800/19049/19049.pdf,4,"10,000,000","40,000,000",2,"8,000,000","16,000,000",101,"517,399","52,257,299",25,"413,919","10,347,975",238,"10,000","2,380,000",370,"3,000","1,110,000","10,448",300,"3,134,400","14,465",200,"2,893,000","25,847",100,"2,584,700"
19050,2019-05-04,04,15,16,20,35,03,12,"5,336,065,896.62",0,"285,832,883",,2,https://pdf.sporttery.cn/33800/19050/19050.pdf,3,"10,000,000","30,000,000",0,---,0,46,"1,084,514","49,887,644",19,"867,611","16,484,609",133,"10,000","1,330,000",656,"3,000","1,968,000","12,110",300,"3,633,000","19,110",200,"3,822,000","26,959",100,"2,695,900"
19051,2019-05-06,11,15,16,20,29,04,08,"5,344,151,471.31",0,"271,425,230",,1,https://pdf.sporttery.cn/33800/19051/19051.pdf,1,"10,000,000","10,000,000",0,---,0,84,"500,949","42,079,716",55,"400,759","22,041,745",137,"10,000","1,370,000",595,"3,000","1,785,000","10,989",300,"3,296,700","16,947",200,"3,389,400","22,665",100,"2,266,500"
19052,2019-05-08,04,10,15,20,24,07,11,"5,313,363,213.20",0,"276,499,358",,3,https://pdf.sporttery.cn/33800/19052/19052.pdf,4,"10,000,000","40,000,000",1,"8,000,000","8,000,000",95,"486,630","46,229,850",38,"389,304","14,793,552",229,"10,000","2,290,000",760,"3,000","2,280,000","17,680",300,"5,304,000","16,913",200,"3,382,600","40,143",100,"4,014,300"
19053,2019-05-11,01,11,19,26,35,11,12,"5,323,214,068.97",0,"302,681,393",,3,https://pdf.sporttery.cn/33800/19053/19053.pdf,1,"10,000,000","10,000,000",0,---,0,94,"626,159","58,858,946",23,"500,927","11,521,321",260,"10,000","2,600,000",622,"3,000","1,866,000","13,751",300,"4,125,300","20,719",200,"4,143,800","32,122",100,"3,212,200"
19054,2019-05-13,02,18,23,27,30,05,10,"4,984,758,179.70",0,"276,149,811",,3,https://pdf.sporttery.cn/33800/19054/19054.pdf,29,"10,000,000","290,000,000",7,"8,000,000","56,000,000",212,"111,076","23,548,112",36,"88,860","3,198,960",274,"10,000","2,740,000","3,037","3,000","9,111,000","24,606",300,"7,381,800","69,652",200,"13,930,400","47,021",100,"4,702,100"
19055,2019-05-15,02,04,06,19,22,02,06,"4,963,149,792.21",0,"283,602,540",,1,https://pdf.sporttery.cn/33800/19055/19055.pdf,3,"10,000,000","30,000,000",1,"8,000,000","8,000,000",74,"569,761","42,162,314",35,"455,808","15,953,280",173,"10,000","1,730,000","1,039","3,000","3,117,000","13,887",300,"4,166,100","24,159",200,"4,831,800","30,694",100,"3,069,400"
19056,2019-05-18,01,07,10,12,23,06,08,"4,915,397,954.52",0,"305,996,270",,1,https://pdf.sporttery.cn/33800/19056/19056.pdf,5,"10,000,000","50,000,000",2,"8,000,000","16,000,000",100,"521,758","52,175,800",30,"417,406","12,522,180",267,"10,000","2,670,000",899,"3,000","2,697,000","16,542",300,"4,962,600","21,900",200,"4,380,000","40,544",100,"4,054,400"
19057,2019-05-20,08,14,16,34,35,06,12,"4,894,582,543.02",0,"276,199,961",,3,https://pdf.sporttery.cn/33800/19057/19057.pdf,3,"10,000,000","30,000,000",1,"8,000,000","8,000,000",81,"571,549","46,295,469",32,"457,239","14,631,648",160,"10,000","1,600,000",498,"3,000","1,494,000","13,275",300,"3,982,500","20,372",200,"4,074,400","29,300",100,"2,930,000"
19058,2019-05-22,03,10,13,14,32,07,11,"4,845,045,371.81",0,"275,571,204",,1,https://pdf.sporttery.cn/33800/19058/19058.pdf,5,"10,000,000","50,000,000",2,"8,000,000","16,000,000",64,"645,666","41,322,624",33,"516,532","17,045,556",150,"10,000","1,500,000",610,"3,000","1,830,000","14,022",300,"4,206,600","21,102",200,"4,220,400","27,913",100,"2,791,300"
19059,2019-05-25,07,08,15,27,32,08,12,"4,833,102,718.66",0,"301,599,968",,3,https://pdf.sporttery.cn/33800/19059/19059.pdf,3,"10,000,000","30,000,000",0,---,0,127,"362,522","46,040,294",62,"290,017","17,981,054",284,"10,000","2,840,000",657,"3,000","1,971,000","17,988",300,"5,396,400","21,272",200,"4,254,400","39,388",100,"3,938,800"
19060,2019-05-27,01,11,12,18,21,08,10,"4,833,102,718.66",0,"269,705,099",,1,https://pdf.sporttery.cn/33800/19060/19060.pdf,0,---,0,0,---,0,93,"709,472","65,980,896",18,"567,577","10,216,386",194,"10,000","1,940,000",594,"3,000","1,782,000","16,060",300,"4,818,000","15,150",200,"3,030,000","38,135",100,"3,813,500"
19061,2019-05-29,01,02,13,14,26,05,11,"4,808,403,292.26",0,"272,417,820",,1,https://pdf.sporttery.cn/33800/19061/19061.pdf,4,"10,000,000","40,000,000",0,---,0,101,"436,775","44,114,275",29,"349,420","10,133,180",252,"10,000","2,520,000",862,"3,000","2,586,000","16,791",300,"5,037,300","24,017",200,"4,803,400","35,660",100,"3,566,000"
19062,2019-06-01,05,16,23,25,28,01,12,"4,764,031,989.12",0,"292,876,443",,2,https://pdf.sporttery.cn/33800/19062/19062.pdf,5,"10,000,000","50,000,000",1,"8,000,000","8,000,000",170,"242,083","41,154,110",37,"193,666","7,165,642",411,"10,000","4,110,000",987,"3,000","2,961,000","27,206",300,"8,161,800","26,080",200,"5,216,000","63,014",100,"6,301,400"
19063,2019-06-03,05,08,15,18,21,04,08,"4,705,583,931.89",0,"269,890,522",,1,https://pdf.sporttery.cn/33800/19063/19063.pdf,7,"10,000,000","70,000,000",0,---,0,158,"192,105","30,352,590",69,"153,684","10,604,196",304,"10,000","3,040,000","1,307","3,000","3,921,000","23,881",300,"7,164,300","35,447",200,"7,089,400","42,242",100,"4,224,200"
19064,2019-06-05,07,08,13,19,29,11,12,"4,705,583,931.89",0,"277,172,405",,1,https://pdf.sporttery.cn/33800/19064/19064.pdf,0,---,0,0,---,0,106,"418,043","44,312,558",50,"334,434","16,721,700",265,"10,000","2,650,000",884,"3,000","2,652,000","17,587",300,"5,276,100","30,454",200,"6,090,800","46,284",100,"4,628,400"
19065,2019-06-08,03,08,10,23,27,02,12,"4,677,385,384.87",0,"295,446,062",,3,https://pdf.sporttery.cn/33800/19065/19065.pdf,3,"10,000,000","30,000,000",2,"8,000,000","16,000,000",102,"491,543","50,137,386",33,"393,234","12,976,722",268,"10,000","2,680,000",563,"3,000","1,689,000","19,092",300,"5,727,600","16,411",200,"3,282,200","53,868",100,"5,386,800"
19066,2019-06-10,04,10,11,18,31,05,08,"4,639,229,846.44",0,"272,861,483",,3,https://pdf.sporttery.cn/33800/19066/19066.pdf,5,"10,000,000","50,000,000",0,---,0,128,"265,113","33,934,464",38,"212,090","8,059,420",248,"10,000","2,480,000","1,546","3,000","4,638,000","18,684",300,"5,605,200","40,046",200,"8,009,200","40,173",100,"4,017,300"
19067,2019-06-12,03,08,11,15,16,02,10,"4,596,914,428.40",0,"281,702,303",,1,https://pdf.sporttery.cn/33800/19067/19067.pdf,6,"10,000,000","60,000,000",0,---,0,102,"534,981","54,568,062",19,"427,984","8,131,696",254,"10,000","2,540,000",581,"3,000","1,743,000","15,337",300,"4,601,100","16,478",200,"3,295,600","42,435",100,"4,243,500"
19068,2019-06-15,04,05,08,17,27,06,11,"4,527,560,332.13",0,"302,523,734",,2,https://pdf.sporttery.cn/33800/19068/19068.pdf,6,"10,000,000","60,000,000",3,"8,000,000","24,000,000",71,"570,619","40,513,949",25,"456,495","11,412,375",256,"10,000","2,560,000","1,037","3,000","3,111,000","23,122",300,"6,936,600","32,302",200,"6,460,400","40,889",100,"4,088,900"
19069,2019-06-17,08,22,23,33,34,04,06,"4,409,347,603.61",0,"277,867,343",,3,https://pdf.sporttery.cn/33800/19069/19069.pdf,13,"10,000,000","130,000,000",1,"8,000,000","8,000,000",76,"664,345","50,490,220",37,"531,476","19,664,612",139,"10,000","1,390,000",363,"3,000","1,089,000","10,680",300,"3,204,000","12,853",200,"2,570,600","23,795",100,"2,379,500"
19070,2019-06-19,02,13,15,22,34,02,12,"4,419,628,452.27",0,"271,071,777",,2,https://pdf.sporttery.cn/33800/19070/19070.pdf,1,"10,000,000","10,000,000",0,---,0,43,"1,186,548","51,021,564",22,"949,238","20,883,236",141,"10,000","1,410,000",354,"3,000","1,062,000","8,079",300,"2,423,700","11,448",200,"2,289,600","20,185",100,"2,018,500"
19071,2019-06-22,07,13,14,15,22,07,11,"4,386,203,653.53",0,"295,494,008",,3,https://pdf.sporttery.cn/33800/19071/19071.pdf,5,"10,000,000","50,000,000",0,---,0,108,"412,686","44,570,088",43,"330,148","14,196,364",297,"10,000","2,970,000",947,"3,000","2,841,000","17,365",300,"5,209,500","27,695",200,"5,539,000","34,992",100,"3,499,200"
19072,2019-06-24,02,04,06,09,18,07,10,"4,390,457,898.50",0,"269,398,842",,2,https://pdf.sporttery.cn/33800/19072/19072.pdf,1,"10,000,000","10,000,000",0,---,0,81,"481,312","38,986,272",30,"385,049","11,551,470",322,"10,000","3,220,000",687,"3,000","2,061,000","15,820",300,"4,746,000","23,865",200,"4,773,000","37,982",100,"3,798,200"
19073,2019-06-26,04,11,19,20,24,08,11,"4,382,364,770.03",0,"271,821,466",,3,https://pdf.sporttery.cn/33800/19073/19073.pdf,2,"10,000,000","20,000,000",0,---,0,176,"176,485","31,061,360",79,"141,188","11,153,852",311,"10,000","3,110,000",902,"3,000","2,706,000","24,568",300,"7,370,400","27,536",200,"5,507,200","46,673",100,"4,667,300"
19074,2019-06-29,08,09,13,14,34,05,07,"4,372,011,525.40",0,"301,323,048",,1,https://pdf.sporttery.cn/33800/19074/19074.pdf,3,"10,000,000","30,000,000",0,---,0,90,"542,497","48,824,730",48,"433,997","20,831,856",168,"10,000","1,680,000",629,"3,000","1,887,000","13,044",300,"3,913,200","19,228",200,"3,845,600","31,233",100,"3,123,300"
19075,2019-07-01,05,06,07,11,16,02,11,"4,329,058,171.28",0,"264,828,767",,3,https://pdf.sporttery.cn/33800/19075/19075.pdf,4,"10,000,000","40,000,000",2,"8,000,000","16,000,000",102,"360,251","36,745,602",33,"288,200","9,510,600",288,"10,000","2,880,000",780,"3,000","2,340,000","21,617",300,"6,485,100","24,472",200,"4,894,400","51,805",100,"5,180,500"
19076,2019-07-03,01,06,11,23,29,01,11,"4,297,766,552.19",0,"266,685,847",,1,https://pdf.sporttery.cn/33800/19076/19076.pdf,5,"10,000,000","50,000,000",0,---,0,68,"740,286","50,339,448",27,"592,228","15,990,156",193,"10,000","1,930,000",606,"3,000","1,818,000","10,936",300,"3,280,800","16,104",200,"3,220,800","31,861",100,"3,186,100"
19077,2019-07-06,01,15,17,21,33,07,10,"4,306,208,094.02",0,"293,644,337",,2,https://pdf.sporttery.cn/33800/19077/19077.pdf,1,"10,000,000","10,000,000",0,---,0,58,"893,219","51,806,702",19,"714,575","13,576,925",82,"10,000","820,000",753,"3,000","2,259,000","12,294",300,"3,688,200","21,857",200,"4,371,400","25,671",100,"2,567,100"
19078,2019-07-08,05,10,21,26,30,01,07,"4,306,208,094.02",0,"272,470,927",,3,https://pdf.sporttery.cn/33800/19078/19078.pdf,0,---,0,0,---,0,117,"524,589","61,376,913",62,"419,671","26,019,602",271,"10,000","2,710,000",355,"3,000","1,065,000","11,175",300,"3,352,500","11,600",200,"2,320,000","42,402",100,"4,240,200"
19079,2019-07-10,10,13,16,28,35,04,05,"4,282,392,620.57",0,"271,256,673",,3,https://pdf.sporttery.cn/33800/19079/19079.pdf,4,"10,000,000","40,000,000",0,---,0,75,"704,932","52,869,900",8,"563,945","4,511,560",133,"10,000","1,330,000",641,"3,000","1,923,000","13,046",300,"3,913,800","21,765",200,"4,353,000","28,720",100,"2,872,000"
19080,2019-07-13,05,13,18,19,24,02,07,"4,212,738,027.93","4,282,392,620.57","296,452,290",0,2,https://pdf.sporttery.cn/33800/19080/19080.pdf,6,"10,000,000","60,000,000",3,"8,000,000","24,000,000",127,"306,022","38,864,794",49,"244,817","11,996,033",211,"10,000","2,110,000","1,351","3,000","4,053,000","19,948",300,"5,984,400","36,747",200,"7,349,400","40,378",100,"4,037,800"
19081,2019-07-15,06,24,26,30,33,02,07,"4,186,160,785.64","4,212,738,027.93","272,912,117",0,1,https://pdf.sporttery.cn/33800/19081/19081.pdf,3,"10,000,000","30,000,000",2,"8,000,000","16,000,000",58,"873,889","50,685,562",26,"699,111","18,176,886",120,"10,000","1,200,000",495,"3,000","1,485,000","10,181",300,"3,054,300","14,420",200,"2,884,000","28,181",100,"2,818,100"
19082,2019-07-17,06,18,20,21,31,03,04,"4,117,332,392.64","4,186,160,785.64","271,428,141",0,1,https://pdf.sporttery.cn/33800/19082/19082.pdf,7,"10,000,000","70,000,000",2,"8,000,000","16,000,000",74,"611,256","45,232,944",32,"489,004","15,648,128",116,"10,000","1,160,000",820,"3,000","2,460,000","12,549",300,"3,764,700","18,913",200,"3,782,600","24,079",100,"2,407,900"
